Pressure [Pa],Mole fraction CH4,Mole Fraction CO2,Uptake_CH4 [mg/gr],Uptake_CO2 [mg/gr],Error_CH4 [mg/gr],Error_CO2 [mg/gr]
500000.5,0.98,.02,32.3334567663,5.8187493988,0.3134532310,0.0719454665
500000.5,1,0,33.0687053736,0.0000000000,0.2487705790,0.0000000000
520000.48,0,1.00,0.0000000000,311.9228519595,0.0000000000,3.4084819935
520000.48,0.02,.98,0.7102479771,304.6150467504,0.0179859565,2.8488159806
520000.48,0.04,.96,1.4235979222,298.1251545611,0.0327844476,1.3833621535
520000.48,0.06,.94,2.1455142295,291.9188303423,0.0091169069,2.3810890799
520000.48,0.08,.92,2.8354248000,284.5300057131,0.0253593481,2.5129323523
520000.48,0.1,.90,3.5554922521,276.9065740843,0.0256181294,1.3252263144
520000.48,0.12,.88,4.2642200594,270.8609928458,0.0232856662,1.9975207355
520000.48,0.14,.86,4.9728656953,263.3945856425,0.0216603939,0.7185701464
520000.48,0.16,.84,5.6638239504,256.8900446011,0.0228950082,2.9196203406
520000.48,0.18,.82,6.3545767770,250.4677061564,0.0349693550,1.7611217425
520000.48,0.2,.80,7.0563405632,244.6230958996,0.0271358223,2.7850275817
520000.48,0.22,.78,7.7315013781,236.1551016087,0.0596216275,1.9377804672
520000.48,0.24,.76,8.4880118196,229.5270031345,0.0561574939,1.6629992942
520000.48,0.26,.74,9.0799741527,224.1118859512,0.0522533938,1.7690963624
520000.48,0.28,.72,9.8122851346,217.1628085921,0.0577029487,1.5256690065
520000.48,0.3,.70,10.4983131092,210.9260034926,0.0431639465,2.1799395193
520000.48,0.32,.68,11.2052331470,203.8201834166,0.0814577360,1.8995172401
520000.48,0.34,.66,11.8442591151,197.6461430140,0.0440029592,1.6732355244
520000.48,0.36,.64,12.5497822401,191.5910400217,0.0793404805,0.9691801210
520000.48,0.38,.62,13.1970047994,185.0155647314,0.0450318005,2.4520748676
520000.48,0.4,.60,13.8874700264,178.3786206042,0.1474682427,2.3756939884
520000.48,0.42,.58,14.4796377879,172.0490206613,0.0837599617,0.9389922348
520000.48,0.44,.56,15.2297594077,165.4090904220,0.1109496382,0.6624511108
520000.48,0.46,.54,15.9000104850,159.2997303353,0.0945351807,1.7621373825
520000.48,0.48,.52,16.5716173895,153.3212521075,0.0391639751,1.1168842227
520000.48,0.5,.50,17.1906140935,148.1515595378,0.1355592924,1.3357020004
520000.48,0.52,.48,17.9403248566,141.6610475893,0.1357898802,0.8264235798
520000.48,0.54,.46,18.5454551470,135.1550416627,0.1931458168,1.1825763552
520000.48,0.56,.44,19.2284838677,128.8183426607,0.1613117410,0.8562058799
520000.48,0.58,.42,19.8755626271,123.3071064714,0.1122750229,1.3491140876
520000.48,0.6,.40,20.5620220012,116.7453222235,0.1242432175,1.5324804775
520000.48,0.62,.38,21.0921709439,111.3654749687,0.0939970337,0.9635452125
520000.48,0.64,.36,21.7890866211,105.5823898905,0.1239296376,0.7714263363
520000.48,0.66,.34,22.4382402069,99.3194422243,0.1116712783,0.4819649449
520000.48,0.68,.32,23.0950357273,93.6478011051,0.1927360994,1.2128769284
520000.48,0.7,.30,23.8235462846,87.6129247970,0.2261931497,1.3660934034
520000.48,0.72,.28,24.4180970150,81.0900726905,0.2256989836,0.6421103720
520000.48,0.74,.26,25.0856158953,75.9253381938,0.2557804496,0.5527183797
520000.48,0.76,.24,25.7250938058,69.7062244003,0.1608030292,0.5751639609
520000.48,0.78,.22,26.4516322510,64.0917701458,0.3260682894,0.6253404186
520000.48,0.8,.20,27.0376371620,58.4155653457,0.2084738870,0.5380726639
520000.48,0.82,.18,27.7322109560,52.5241351041,0.2713524855,0.6945380136
520000.48,0.84,.16,28.3899309040,46.8059557088,0.2305839859,0.4601178605
520000.48,0.86,.14,29.1649298969,41.3046920072,0.2154834178,0.5459551268
520000.48,0.88,.12,29.9138189466,35.2910001928,0.1597770626,0.2976012781
520000.48,0.9,.10,30.5274745135,29.5698910270,0.1095427789,0.2473026103
520000.48,0.92,.08,31.1430200213,23.7367181432,0.2786092772,0.2040822304
520000.48,0.94,.06,32.1119639194,18.0108199297,0.2329401359,0.2130585792
520000.48,0.96,.04,32.6333821572,11.9157706446,0.2732660947,0.1713915063
520000.48,0.98,.02,33.7145721058,6.0525112724,0.2714328667,0.0790532375
520000.48,1,0,34.1522166624,0.0000000000,0.3327985809,0.0000000000
540000.46,0,1.00,0.0000000000,325.7263525569,0.0000000000,3.5585197098
540000.46,0.02,.98,0.7474305084,319.8891794096,0.0062387804,2.7523875874
540000.46,0.04,.96,1.4829667153,311.4929644937,0.0135630566,0.9287454553
540000.46,0.06,.94,2.2157296395,304.2773907108,0.0305231708,1.7314868046
540000.46,0.08,.92,2.9634066620,296.4738345436,0.0519766733,4.2445969839
540000.46,0.1,.90,3.6817074303,289.6324825887,0.0350871242,2.9105262977
540000.46,0.12,.88,4.4244130867,280.7781529960,0.0424045982,2.4890369453
540000.46,0.14,.86,5.1566213544,275.8141641140,0.0388491612,1.2504703568
540000.46,0.16,.84,5.8692112146,268.6401141924,0.0272257063,2.1599430865
540000.46,0.18,.82,6.6089792456,259.8301818898,0.0408007116,1.3298834946
540000.46,0.2,.80,7.3151186556,252.7907323818,0.0649302396,2.1956449644
540000.46,0.22,.78,8.0672945589,246.9163173453,0.0494159975,1.9113365277
540000.46,0.24,.76,8.7516585639,238.3988550079,0.0294088333,1.8460670170
540000.46,0.26,.74,9.5071624064,232.4312507356,0.0451870885,4.2294577639
540000.46,0.28,.72,10.1804538233,225.5456141742,0.0424862535,2.1433220842
540000.46,0.3,.70,10.8741442754,218.2494153633,0.0584123022,2.2811866385
540000.46,0.32,.68,11.5812286559,212.3063760891,0.0512681118,2.1548258781
540000.46,0.34,.66,12.3359929564,206.3498147976,0.0826369611,2.3987608033
540000.46,0.36,.64,12.9850849136,198.8580538120,0.0456532025,1.1221762495
540000.46,0.38,.62,13.7612548482,191.8360702430,0.1368979168,2.1741027747
540000.46,0.4,.60,14.3993974744,185.9872343558,0.0986265940,1.8795811525
540000.46,0.42,.58,15.0738598329,178.3610983235,0.0695781236,1.1862198808
540000.46,0.44,.56,15.8120460656,173.7736412807,0.1151875612,1.3490987840
540000.46,0.46,.54,16.4569472845,166.0055240671,0.0704078789,1.0924962626
540000.46,0.48,.52,17.2202163187,159.4000186301,0.1409827129,0.8895644961
540000.46,0.5,.50,17.9055869226,153.5987351703,0.1394488580,2.4140206990
540000.46,0.52,.48,18.5324515324,146.8926597298,0.1457668670,1.8649645894
540000.46,0.54,.46,19.2431103662,140.7572134182,0.1340477959,0.8832684516
540000.46,0.56,.44,19.9938071853,134.5047453154,0.1466851516,1.3374486816
540000.46,0.58,.42,20.6064561533,127.6543223406,0.1659762703,1.3156941682
540000.46,0.6,.40,21.3015229753,122.1492274008,0.1890686241,1.2465240806
540000.46,0.62,.38,21.9201293655,115.3585830106,0.0717291084,0.8988543318
540000.46,0.64,.36,22.6824739721,108.9479073058,0.2010735406,0.5933010900
540000.46,0.66,.34,23.3203289986,102.5352032984,0.1244881574,0.8173570796
540000.46,0.68,.32,23.9233433770,96.5607253341,0.1305018938,0.8351570936
540000.46,0.7,.30,24.6402266898,90.8603499281,0.2004412411,0.9631610292
540000.46,0.72,.28,25.3700725314,84.8828858516,0.1837915998,0.6061811676
540000.46,0.74,.26,25.9651984612,77.8712128208,0.1148288696,0.3422858683
540000.46,0.76,.24,26.7339318895,72.2339965039,0.1808729165,0.4131799683
540000.46,0.78,.22,27.3418970911,66.3257764242,0.1503610216,0.4047608024
540000.46,0.8,.20,27.9696245000,60.6522760276,0.2286111058,0.6696129569
540000.46,0.82,.18,28.6149160328,54.2528686705,0.1129013068,0.3108689802
540000.46,0.84,.16,29.3940235928,48.4320909692,0.1248122549,0.5007144986
540000.46,0.86,.14,30.1842448265,42.4887699863,0.2407218204,0.2343168721
540000.46,0.88,.12,30.9352703310,36.6174537453,0.2229645962,0.4439458087
540000.46,0.9,.10,31.6187099084,30.5387435645,0.1868655980,0.1822152290
540000.46,0.92,.08,32.4779961533,24.6534545724,0.2410918323,0.2565515713
540000.46,0.94,.06,33.0921447483,18.4870766463,0.3223693566,0.1928924237
540000.46,0.96,.04,34.0332941907,12.4242548358,0.2359676167,0.2405488261
540000.46,0.98,.02,34.6664243652,6.2497073576,0.1958195934,0.1119913659
540000.46,1,0,35.3779459980,0.0000000000,0.1900048581,0.0000000000
560000.44,0,1.00,0.0000000000,338.8698660281,0.0000000000,3.3943955772
560000.44,0.02,.98,0.7605779228,332.1909473056,0.0100119994,2.1134508247
560000.44,0.04,.96,1.5470603605,324.8867479679,0.0201066161,3.5555769730
560000.44,0.06,.94,2.3007358908,315.4801003114,0.0207787780,3.3141915354
560000.44,0.08,.92,3.0715852310,309.5563862535,0.0201702012,1.5677142258
560000.44,0.1,.90,3.8182556545,299.6136469540,0.0396934126,2.2112151698
560000.44,0.12,.88,4.5839692861,292.7998461093,0.0199014111,2.3196005998
560000.44,0.14,.86,5.3543461412,286.5468145891,0.0265634015,1.9661631551
560000.44,0.16,.84,6.0825485560,277.2719502593,0.0508310538,2.8769653416
560000.44,0.18,.82,6.8441947062,270.1970617977,0.0409397612,1.1970766721
560000.44,0.2,.80,7.5927550706,262.5107527886,0.0655717347,1.4800906993
560000.44,0.22,.78,8.3385832378,255.4819518693,0.0198592888,1.9133809536
560000.44,0.24,.76,9.0625127430,248.1724000663,0.0298437408,1.1049873182
560000.44,0.26,.74,9.8154281883,241.7262290662,0.0425315816,1.2157009755
560000.44,0.28,.72,10.5418639194,233.2680945795,0.0518778787,1.7655054318
560000.44,0.3,.70,11.2953545641,227.4954890647,0.1165405425,2.7671334795
560000.44,0.32,.68,12.0349993380,220.7641161836,0.0919692816,2.2313346772
560000.44,0.34,.66,12.8135522414,214.8507126639,0.0723019698,1.1177184958
560000.44,0.36,.64,13.5384883455,207.7625275520,0.0498281579,1.0771422741
560000.44,0.38,.62,14.2262830039,199.0864068786,0.0657145508,1.4133532022
560000.44,0.4,.60,14.9261363065,192.7006905640,0.1057189321,1.2567384201
560000.44,0.42,.58,15.6368156831,185.7279496746,0.0788177812,1.0525994369
560000.44,0.44,.56,16.3310607917,178.5349689289,0.0476126376,2.2267758605
560000.44,0.46,.54,17.1745906822,173.6853537763,0.0636536683,1.4087489208
560000.44,0.48,.52,17.8979244451,166.6964428079,0.1514203100,0.9166253768
560000.44,0.5,.50,18.5279115659,159.0170074909,0.0955860749,1.2832451831
560000.44,0.52,.48,19.2278675826,152.2730140603,0.0574944955,2.1103162190
560000.44,0.54,.46,19.9444016672,147.0410075276,0.1534741157,1.5743951262
560000.44,0.56,.44,20.7031307348,138.8879635557,0.1798176481,1.8710865078
560000.44,0.58,.42,21.4311482641,132.9615450944,0.0908703993,1.9137319665
560000.44,0.6,.40,22.0264385366,126.5865337101,0.1897468133,0.7847319340
560000.44,0.62,.38,22.8167419416,119.8193838250,0.1911312292,1.0805983407
560000.44,0.64,.36,23.5735194399,113.1757350309,0.1547801893,0.3423870696
560000.44,0.66,.34,24.2038968745,106.4494329063,0.1157682931,0.8317115610
560000.44,0.68,.32,24.8394100179,100.1219739494,0.1683164631,0.7754388391
560000.44,0.7,.30,25.5407629474,93.9696251162,0.1973809728,1.1107125152
560000.44,0.72,.28,26.3287039264,87.5410890802,0.1570729450,0.5821967858
560000.44,0.74,.26,26.8475132242,80.9649940308,0.1307682317,0.7448119868
560000.44,0.76,.24,27.7360730090,74.9198635262,0.1773485235,1.0309744918
560000.44,0.78,.22,28.3380191599,68.5322315924,0.3694355452,0.4875104600
560000.44,0.8,.20,29.0396596891,62.8338844891,0.1584719753,0.8687314695
560000.44,0.82,.18,29.8095846019,56.4456891380,0.2359447032,0.7604910933
560000.44,0.84,.16,30.4734263147,50.1529366921,0.3047482452,0.4559593996
560000.44,0.86,.14,31.2114892903,44.3584142410,0.2876797860,0.3658113398
560000.44,0.88,.12,32.0311484065,37.9342165189,0.1332531589,0.3355420176
560000.44,0.9,.10,32.7333230495,31.3726012963,0.2281449822,0.2122996176
560000.44,0.92,.08,33.5262353945,25.2798620225,0.1475151082,0.2499592469
560000.44,0.94,.06,34.3186136259,19.1776009950,0.1606436160,0.1955879283
560000.44,0.96,.04,35.1858294051,12.8820314622,0.3322567287,0.0904295614
560000.44,0.98,.02,35.8345515914,6.5076961787,0.1817370005,0.0421824574
560000.44,1,0,36.7051363956,0.0000000000,0.2707110182,0.0000000000
580000.42,0,1.00,0.0000000000,352.6810291020,0.0000000000,3.5735390538
580000.42,0.02,.98,0.8057105313,345.9136538499,0.0133116615,2.9005344551
580000.42,0.04,.96,1.5899127143,337.3469488329,0.0188044020,1.8583208184
580000.42,0.06,.94,2.3693695025,327.4265208618,0.0252440875,2.7891978650
580000.42,0.08,.92,3.1769699746,318.5749520143,0.0175257807,1.8086646312
580000.42,0.1,.90,3.9622403850,311.4144804518,0.0259964848,1.9351657058
580000.42,0.12,.88,4.7611306951,303.8584898841,0.0065972766,1.6898993069
580000.42,0.14,.86,5.5332742340,297.6643354809,0.0305500880,3.2996395359
580000.42,0.16,.84,6.3101631677,289.5816059987,0.0526589093,1.6703642919
580000.42,0.18,.82,7.0617022431,280.1956357603,0.0201130039,1.7357307787
580000.42,0.2,.80,7.8698368289,273.8336956594,0.0415219350,1.2694203369
580000.42,0.22,.78,8.6690147387,266.1969110385,0.0353490491,2.1450834059
580000.42,0.24,.76,9.4219507269,258.8968246476,0.0601551732,4.0432253965
580000.42,0.26,.74,10.1762425422,251.2040926803,0.0437243954,1.2372904280
580000.42,0.28,.72,10.9395526620,243.7292342162,0.1098777521,1.0946865119
580000.42,0.3,.70,11.6989596432,236.4434022852,0.0769056247,2.7067221101
580000.42,0.32,.68,12.5088403700,229.5040157051,0.0840347198,2.0403191750
580000.42,0.34,.66,13.2025924505,221.7546039487,0.0473587286,1.8835403482
580000.42,0.36,.64,13.9653889995,214.3420594475,0.0655061241,2.1607215711
580000.42,0.38,.62,14.7225978974,206.5523070063,0.0790472275,2.1844551936
580000.42,0.4,.60,15.5549730285,200.1852398071,0.0805036690,1.9826198066
580000.42,0.42,.58,16.2553193591,193.1292821698,0.0573538348,1.8284978742
580000.42,0.44,.56,16.9854528004,185.7402885154,0.0282380248,1.1478872841
580000.42,0.46,.54,17.7465237512,178.9971402109,0.1196990085,1.4706278223
580000.42,0.48,.52,18.4892704933,172.4497794481,0.0920532948,1.1919246682
580000.42,0.5,.50,19.2389812563,165.1243392749,0.1888735433,2.1088978127
580000.42,0.52,.48,19.9894931900,158.3247928901,0.1641460291,1.7312279146
580000.42,0.54,.46,20.7736132017,151.5022590759,0.2562010551,1.6717131267
580000.42,0.56,.44,21.3933083621,144.4158205579,0.1959643488,1.3533986794
580000.42,0.58,.42,22.1645069306,137.9578177926,0.1569486188,1.2845012352
580000.42,0.6,.40,22.8429340562,131.1268327176,0.1909045634,1.5929957438
580000.42,0.62,.38,23.5136781616,124.3308358623,0.1240596997,1.1295606190
580000.42,0.64,.36,24.3001811422,116.8210455203,0.2455538051,1.7353510528
580000.42,0.66,.34,25.0982702816,111.0204945031,0.1471123960,1.4117349662
580000.42,0.68,.32,25.7378303635,104.0063424358,0.1303912034,0.9384476598
580000.42,0.7,.30,26.4109779806,97.1680892765,0.0985903742,1.0750511468
580000.42,0.72,.28,27.1470483012,91.0115148129,0.0539731911,0.9915256713
580000.42,0.74,.26,27.9288880582,83.7956029796,0.1796112615,0.8268833968
580000.42,0.76,.24,28.6650610930,77.4702286670,0.1681532990,0.1662205999
580000.42,0.78,.22,29.2382883607,70.9879989541,0.1674788550,0.3795797704
580000.42,0.8,.20,30.1168848705,65.0176339367,0.1503305658,0.7250194617
580000.42,0.82,.18,30.8120338639,58.2795000469,0.2695284099,0.5061013457
580000.42,0.84,.16,31.6551323548,52.1087274652,0.3129726440,0.4379494324
580000.42,0.86,.14,32.3528492025,45.8992481090,0.0992263972,0.5239836796
580000.42,0.88,.12,33.0799217615,38.9336626204,0.3559746524,0.3071188530
580000.42,0.9,.10,33.7577736877,32.5387626024,0.1025964510,0.1497953394
580000.42,0.92,.08,34.5731188086,25.9938245344,0.2715553340,0.1849052785
580000.42,0.94,.06,35.4073633377,19.6658021602,0.1902432930,0.2738921034
580000.42,0.96,.04,36.2273100536,13.2555208475,0.2244010609,0.1694171925
580000.42,0.98,.02,37.0402311200,6.6445502619,0.2267089295,0.1283718395
580000.42,1,0,37.7289296631,0.0000000000,0.3222696160,0.0000000000
600000.4,0,1.00,0.0000000000,366.6405399737,0.0000000000,2.0851047851
600000.4,0.02,.98,0.8186936030,357.3237573903,0.0084558621,2.9056289687
600000.4,0.04,.96,1.6462617107,350.5148582769,0.0154564494,2.5582051302
600000.4,0.06,.94,2.4691460520,340.1169904127,0.0246239727,3.3083456668
600000.4,0.08,.92,3.2816151760,333.6403948736,0.0278557630,2.9289921093
600000.4,0.1,.90,4.0981723242,325.2675054375,0.0229056235,2.3032979894
600000.4,0.12,.88,4.9111755619,316.1467357629,0.0441955793,1.5755613513
600000.4,0.14,.86,5.7235830573,310.3249439102,0.0167149657,2.8267336796
600000.4,0.16,.84,6.5335254126,299.8996939610,0.0409717017,1.8975742479
600000.4,0.18,.82,7.3316145521,293.0702864547,0.0543401223,1.7488202805
600000.4,0.2,.80,8.1406324798,285.1634558805,0.0470257157,2.2690040981
600000.4,0.22,.78,8.9348184807,276.4276693059,0.0420823628,3.2903012964
600000.4,0.24,.76,9.7330719628,269.1214980073,0.0158359837,0.8608960460
600000.4,0.26,.74,10.5380634949,260.1131301012,0.0539116222,0.8237118021
600000.4,0.28,.72,11.3185679676,252.7993526679,0.0857118630,2.7222915989
600000.4,0.3,.70,12.1186497621,245.1382284159,0.0337213529,1.0363760957
600000.4,0.32,.68,12.8994212917,237.5091626132,0.0688422872,1.4209813269
600000.4,0.34,.66,13.6997701431,229.0225192068,0.1033783062,1.8189456326
600000.4,0.36,.64,14.4571022979,222.3773491858,0.0687620988,1.9537448032
600000.4,0.38,.62,15.2720160193,215.5705347166,0.0814336287,1.4559140734
600000.4,0.4,.60,16.0140026764,206.4121851023,0.1213522929,2.2760975218
600000.4,0.42,.58,16.7747243990,199.8776139142,0.0450581701,3.0309406177
600000.4,0.44,.56,17.6432960054,192.0497181159,0.1165308102,1.2590904628
600000.4,0.46,.54,18.3135470827,184.7477161059,0.1063060760,1.9554024124
600000.4,0.48,.52,19.1289538321,177.9619734470,0.1111196229,0.7471396892
600000.4,0.5,.50,19.8969888040,171.1989365088,0.1252900289,1.7248493433
600000.4,0.52,.48,20.6900038633,163.5953935137,0.0650882552,1.0871828488
600000.4,0.54,.46,21.4071336900,156.5656911266,0.1088066717,1.1629835894
600000.4,0.56,.44,22.1240991741,149.3021141823,0.1169348712,0.9424235045
600000.4,0.58,.42,22.9436555762,142.6511409623,0.1350131333,1.1140566825
600000.4,0.6,.40,23.5577219998,135.1544782453,0.1416742996,1.2945967550
600000.4,0.62,.38,24.5294802664,128.8044262513,0.0811431010,0.7801208813
600000.4,0.64,.36,25.2792937436,122.2123864898,0.1574204582,0.6233659311
600000.4,0.66,.34,25.9504897913,114.5110905782,0.0959642175,0.8045394927
600000.4,0.68,.32,26.7586243772,107.7436589843,0.2176815569,0.9650166145
600000.4,0.7,.30,27.3595639292,101.0397245299,0.1108432094,0.5442513053
600000.4,0.72,.28,28.0909504835,93.9063533437,0.1074120658,1.1264450026
600000.4,0.74,.26,28.7831823943,87.5802465886,0.0767652959,1.1155570536
600000.4,0.76,.24,29.6193784927,80.5554459327,0.2499691677,1.2082462440
600000.4,0.78,.22,30.3096382913,73.6071573578,0.1234194087,0.4351375149
600000.4,0.8,.20,31.1207310453,67.3116441668,0.1085605904,0.6833872139
600000.4,0.82,.18,31.8790903419,59.9085650777,0.1669878020,0.6965418912
600000.4,0.84,.16,32.6252266517,53.6808873399,0.2342846404,0.5991979226
600000.4,0.86,.14,33.3797033525,47.0832134046,0.1987847696,0.3665086151
600000.4,0.88,.12,34.0137168689,40.3414736436,0.2809036905,0.4436494525
600000.4,0.9,.10,34.9351246469,33.5356733258,0.2823737041,0.2622330051
600000.4,0.92,.08,35.6616220064,27.1106868193,0.3109252361,0.1649080472
600000.4,0.94,.06,36.6510676539,20.3695104757,0.2168102518,0.2780287070
600000.4,0.96,.04,37.3531395826,13.6605616065,0.1975003143,0.1301826704
600000.4,0.98,.02,38.1835836872,6.9167372012,0.3830611347,0.1298430527
600000.4,1,0,38.9035484252,0.0000000000,0.2617549081,0.0000000000
620000.38,0,1.00,0.0000000000,380.9383266442,0.0000000000,3.1961736449
620000.38,0.02,.98,0.8458512309,371.0617888875,0.0057424711,3.6608642476
620000.38,0.04,.96,1.6970230560,363.8510604941,0.0180189244,2.6104546002
620000.38,0.06,.94,2.5494274512,352.6020379844,0.0204603859,1.5268475839
620000.38,0.08,.92,3.3873902334,344.9919030059,0.0259543557,1.5722360900
620000.38,0.1,.90,4.2504563600,336.1192623481,0.0441766826,1.2985745835
620000.38,0.12,.88,5.0849884887,326.6382435967,0.0255768075,3.1416387396
620000.38,0.14,.86,5.8928149320,319.1273827616,0.0226761755,0.8183757633
620000.38,0.16,.84,6.7310653139,311.4257487995,0.0448867354,0.9756219079
620000.38,0.18,.82,7.5472321482,302.1157835666,0.0604338625,3.0937063296
620000.38,0.2,.80,8.3946240917,293.8599722633,0.0380325028,2.1262482613
620000.38,0.22,.78,9.2040939618,285.0638436866,0.0429028873,1.8727070299
620000.38,0.24,.76,10.0456311973,276.6676851125,0.0756182739,1.7907295552
620000.38,0.26,.74,10.8659682271,269.9408759122,0.0667080551,1.7488466476
620000.38,0.28,.72,11.6789098363,260.7456788008,0.0672962843,2.5107159526
620000.38,0.3,.70,12.5679421063,254.1811338078,0.0427377218,1.8416166737
620000.38,0.32,.68,13.3222955501,245.9577753460,0.0921074457,1.0306541389
620000.38,0.34,.66,14.1058609052,238.5936847401,0.1000378385,1.2857659964
620000.38,0.36,.64,14.9243490798,228.8497754361,0.0757987928,0.5287591876
620000.38,0.38,.62,15.7800608715,222.7614308180,0.0953930154,1.6721631524
620000.38,0.4,.60,16.5188017607,214.1226647173,0.0822244692,2.1190726737
620000.38,0.42,.58,17.3420147874,206.8497913862,0.0716405649,1.4116724371
620000.38,0.44,.56,18.1857911919,200.2400603188,0.1792279346,2.3230615175
620000.38,0.46,.54,18.8867127219,192.2887197711,0.0860168568,1.5847681120
620000.38,0.48,.52,19.7852152388,182.8363226229,0.1055899476,1.2205157275
620000.38,0.5,.50,20.4596981401,176.4304359658,0.2205580270,1.9053527937
620000.38,0.52,.48,21.3214495253,169.2041572526,0.1806024906,1.3655881759
620000.38,0.54,.46,22.1217162053,161.6959444793,0.1544969030,2.2973227835
620000.38,0.56,.44,22.8700095128,154.0936973441,0.1322116177,0.7925169138
620000.38,0.58,.42,23.6487883874,147.0192596165,0.0879070973,0.6743455710
620000.38,0.6,.40,24.4135570485,139.8302227925,0.0889187693,0.8284502721
620000.38,0.62,.38,25.1867277291,132.8283532242,0.1002961498,0.7646429874
620000.38,0.64,.36,26.0537791657,125.6864744355,0.1423121763,1.1426659792
620000.38,0.66,.34,26.8204788533,118.8913790480,0.2741320485,1.2642522968
620000.38,0.68,.32,27.5286930897,111.1767301443,0.2649034796,1.1136646693
620000.38,0.7,.30,28.1950410284,103.3989221516,0.1384496637,1.4356936100
620000.38,0.72,.28,29.0210684235,97.3778495694,0.1577688912,0.7311458379
620000.38,0.74,.26,29.8445895927,90.2611555378,0.2394071014,1.2401715232
620000.38,0.76,.24,30.5426145829,83.1729704259,0.1843032313,0.3927690368
620000.38,0.78,.22,31.3023297067,76.2125120356,0.0591370293,1.0122822659
620000.38,0.8,.20,32.1387106906,69.2701393433,0.1395698699,0.3657062861
620000.38,0.82,.18,32.9028014382,62.2220695493,0.2693374467,0.2721894417
620000.38,0.84,.16,33.7472968419,55.3076987012,0.3279725450,0.4460822177
620000.38,0.86,.14,34.3028367286,48.4456129864,0.2470692930,0.3800056166
620000.38,0.88,.12,35.1168876509,41.7318187278,0.1655755634,0.2596554650
620000.38,0.9,.10,35.8728228930,34.7133846883,0.2991118779,0.4012921773
620000.38,0.92,.08,36.9242873593,27.8496087215,0.3123434893,0.3518115683
620000.38,0.94,.06,37.5929155527,20.9356886072,0.1709691488,0.1694280937
620000.38,0.96,.04,38.4938832098,14.1161409051,0.2580340543,0.1289302494
620000.38,0.98,.02,39.4233848647,7.0959039300,0.3849762958,0.0613653664
620000.38,1,0,40.2207344622,0.0000000000,0.2933544343,0.0000000000
640000.36,0,1.00,0.0000000000,393.2273613072,0.0000000000,2.9336577381
640000.36,0.02,.98,0.8705231757,383.9205512116,0.0103548998,3.1552677651
640000.36,0.04,.96,1.7350683864,373.5514176341,0.0173497755,3.0565923248
640000.36,0.06,.94,2.6064749040,366.9558846848,0.0161807262,1.2306149497
640000.36,0.08,.92,3.4833047300,355.3427818601,0.0230210791,2.3823134045
640000.36,0.1,.90,4.3708373730,349.8723934313,0.0101975373,1.8131011765
640000.36,0.12,.88,5.2288910479,339.9089767136,0.0337484656,1.3850576289
640000.36,0.14,.86,6.0910532897,331.2028258935,0.0201233090,1.3115098457
640000.36,0.16,.84,6.9530306460,322.9763122944,0.0241579816,1.4281174602
640000.36,0.18,.82,7.7966427079,313.3254795427,0.0415321156,1.0616639829
640000.36,0.2,.80,8.6577161794,305.1112484426,0.0794041412,1.4183347774
640000.36,0.22,.78,9.5270067850,296.1016973599,0.0428757990,2.4015576380
640000.36,0.24,.76,10.3663253944,287.2419589603,0.0626265438,1.3862642294
640000.36,0.26,.74,11.2373210552,278.3859954572,0.0727361638,2.3841224368
640000.36,0.28,.72,12.0550080593,269.7097621003,0.0414921817,2.6661011285
640000.36,0.3,.70,12.9039201726,262.3362060823,0.0511234877,1.6745825979
640000.36,0.32,.68,13.7638843311,254.6149651952,0.0574763218,3.2077907194
640000.36,0.34,.66,14.5858442448,245.8240200585,0.0876269271,1.5997676510
640000.36,0.36,.64,15.4724935460,238.4438157153,0.1183368018,1.4830885060
640000.36,0.38,.62,16.2145623744,229.2892973392,0.0875481943,0.6508761261
640000.36,0.4,.60,17.1255754779,221.5828179876,0.0929789884,3.0093479953
640000.36,0.42,.58,17.9656130864,214.2453770240,0.0694051348,1.0922317220
640000.36,0.44,.56,18.7783287244,206.7587431366,0.1053361048,1.2201296191
640000.36,0.46,.54,19.5691867860,199.4792778221,0.0581647505,0.5720677550
640000.36,0.48,.52,20.4230497225,189.4761401787,0.1950772439,1.1862095594
640000.36,0.5,.50,21.1871610129,182.5214849874,0.0612470075,1.3783261972
640000.36,0.52,.48,22.0525690227,175.9874772167,0.1476757942,0.8897846422
640000.36,0.54,.46,22.8012115584,168.2249941770,0.0562579210,1.5132853181
640000.36,0.56,.44,23.6536364964,159.0954351910,0.1223830571,1.8582492097
640000.36,0.58,.42,24.3961572672,152.3100869243,0.1723785631,0.7782630195
640000.36,0.6,.40,25.2259440011,144.4988119389,0.2121605425,1.7247368487
640000.36,0.62,.38,26.0534915660,136.8491814016,0.0751889373,0.4051101723
640000.36,0.64,.36,26.8853942119,129.8375083708,0.1917734009,0.9750098808
640000.36,0.66,.34,27.7033688157,122.2564457294,0.1471641094,0.9584777147
640000.36,0.68,.32,28.4285308909,114.8608037498,0.2068216022,0.4455546623
640000.36,0.7,.30,29.2854547098,108.1003585316,0.0943904325,0.6452661653
640000.36,0.72,.28,29.9249120775,100.0758300655,0.1128714614,1.0493418990
640000.36,0.74,.26,30.7181736508,92.3709282826,0.2116020091,0.7150025427
640000.36,0.76,.24,31.5372164820,85.3819609724,0.3256424387,0.4024350878
640000.36,0.78,.22,32.2184168903,78.0993405206,0.1708466786,0.5608899878
